,modality,abcd_structure,abcd_description,atlas_description,atlas,atlas_value,atlas_fname
rsfmri_c_ngd_cgc_ngd_fo,fmri,abcd_betnet02,Average correlation between cingulo-opercular network and fronto-parietal network,CinguloOperc,Gordon Networks,10.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_cgc_ngd_n,fmri,abcd_betnet02,"Average correlation between cingulo-opercular network and ""none"" network",CinguloOperc,Gordon Networks,10.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_cgc_ngd_rspltp,fmri,abcd_betnet02,Average correlation between cingulo-opercular network and retrosplenial temporal network,CinguloOperc,Gordon Networks,10.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_cgc_ngd_smh,fmri,abcd_betnet02,Average correlation between cingulo-opercular network and sensorimotor hand network,CinguloOperc,Gordon Networks,10.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_cgc_ngd_smm,fmri,abcd_betnet02,Average correlation between cingulo-opercular network and sensorimotor mouth network,CinguloOperc,Gordon Networks,10.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_cgc_ngd_sa,fmri,abcd_betnet02,Average correlation between cingulo-opercular network and salience network,CinguloOperc,Gordon Networks,10.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_cgc_ngd_vta,fmri,abcd_betnet02,Average correlation between cingulo-opercular network and ventral attention network,CinguloOperc,Gordon Networks,10.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_cgc_ngd_vs,fmri,abcd_betnet02,Average correlation between cingulo-opercular network and visual network,CinguloOperc,Gordon Networks,10.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_ca,fmri,abcd_betnet02,Average correlation between cingulo-parietal network and cingulo-parietal network,CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_dt,fmri,abcd_betnet02,Average correlation between cingulo-parietal network and default network,CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_dla,fmri,abcd_betnet02,Average correlation between cingulo-parietal network and dorsal attention network,CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_fo,fmri,abcd_betnet02,Average correlation between cingulo-parietal network and fronto-parietal network,CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_n,fmri,abcd_betnet02,"Average correlation between cingulo-parietal network and ""none"" network",CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_rspltp,fmri,abcd_betnet02,Average correlation between cingulo-parietal network and retrosplenial temporal network,CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_smh,fmri,abcd_betnet02,Average correlation between cingulo-parietal network and sensorimotor hand network,CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_smm,fmri,abcd_betnet02,Average correlation between cingulo-parietal network and sensorimotor mouth network,CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_sa,fmri,abcd_betnet02,Average correlation between cingulo-parietal network and salience network,CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_vta,fmri,abcd_betnet02,Average correlation between cingulo-parietal network and ventral attention network,CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_ca_ngd_vs,fmri,abcd_betnet02,Average correlation between cingulo-parietal network and visual network,CinguloParietal,Gordon Networks,8.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dt_ngd_dt,fmri,abcd_betnet02,Average correlation between default network and default network,Default,Gordon Networks,1.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dt_ngd_dla,fmri,abcd_betnet02,Average correlation between default network and dorsal attention network,Default,Gordon Networks,1.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dt_ngd_fo,fmri,abcd_betnet02,Average correlation between default network and fronto-parietal network,Default,Gordon Networks,1.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dt_ngd_n,fmri,abcd_betnet02,"Average correlation between default network and ""none"" network",Default,Gordon Networks,1.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dt_ngd_rspltp,fmri,abcd_betnet02,Average correlation between default network and retrosplenial temporal network,Default,Gordon Networks,1.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dt_ngd_smh,fmri,abcd_betnet02,Average correlation between default network and sensorimotor hand network,Default,Gordon Networks,1.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dt_ngd_smm,fmri,abcd_betnet02,Average correlation between default network and sensorimotor mouth network,Default,Gordon Networks,1.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dt_ngd_sa,fmri,abcd_betnet02,Average correlation between default network and salience network,Default,Gordon Networks,1.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dt_ngd_vta,fmri,abcd_betnet02,Average correlation between default network and ventral attention network,Default,Gordon Networks,1.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dt_ngd_vs,fmri,abcd_betnet02,Average correlation between default network and visual network,Default,Gordon Networks,1.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dla_ngd_dla,fmri,abcd_betnet02,Average correlation between dorsal attention network and dorsal attention network,DorsalAttn,Gordon Networks,13.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dla_ngd_fo,fmri,abcd_betnet02,Average correlation between dorsal attention network and fronto-parietal network,DorsalAttn,Gordon Networks,13.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dla_ngd_n,fmri,abcd_betnet02,"Average correlation between dorsal attention network and ""none"" network",DorsalAttn,Gordon Networks,13.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dla_ngd_rspltp,fmri,abcd_betnet02,Average correlation between dorsal attention network and retrosplenial temporal network,DorsalAttn,Gordon Networks,13.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dla_ngd_smh,fmri,abcd_betnet02,Average correlation between dorsal attention network and sensorimotor hand network,DorsalAttn,Gordon Networks,13.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dla_ngd_smm,fmri,abcd_betnet02,Average correlation between dorsal attention network and sensorimotor mouth network,DorsalAttn,Gordon Networks,13.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dla_ngd_sa,fmri,abcd_betnet02,Average correlation between dorsal attention network and salience network,DorsalAttn,Gordon Networks,13.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dla_ngd_vta,fmri,abcd_betnet02,Average correlation between dorsal attention network and ventral attention network,DorsalAttn,Gordon Networks,13.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_dla_ngd_vs,fmri,abcd_betnet02,Average correlation between dorsal attention network and visual network,DorsalAttn,Gordon Networks,13.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_fo_ngd_fo,fmri,abcd_betnet02,Average correlation between fronto-parietal network and fronto-parietal network,FrontoParietal,Gordon Networks,5.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_fo_ngd_n,fmri,abcd_betnet02,"Average correlation between fronto-parietal network and ""none"" network",FrontoParietal,Gordon Networks,5.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_fo_ngd_rspltp,fmri,abcd_betnet02,Average correlation between fronto-parietal network and retrosplenial temporal network,FrontoParietal,Gordon Networks,5.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_fo_ngd_smh,fmri,abcd_betnet02,Average correlation between fronto-parietal network and sensorimotor hand network,FrontoParietal,Gordon Networks,5.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_fo_ngd_smm,fmri,abcd_betnet02,Average correlation between fronto-parietal network and sensorimotor mouth network,FrontoParietal,Gordon Networks,5.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_fo_ngd_sa,fmri,abcd_betnet02,Average correlation between fronto-parietal network and salience network,FrontoParietal,Gordon Networks,5.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_fo_ngd_vta,fmri,abcd_betnet02,Average correlation between fronto-parietal network and ventral attention network,FrontoParietal,Gordon Networks,5.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_fo_ngd_vs,fmri,abcd_betnet02,Average correlation between fronto-parietal network and visual network,FrontoParietal,Gordon Networks,5.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_n_ngd_n,fmri,abcd_betnet02,"Average correlation between ""none"" network and ""none"" network",None,Gordon Networks,7.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_n_ngd_rspltp,fmri,abcd_betnet02,"Average correlation between ""none"" network and retrosplenial temporal network",None,Gordon Networks,7.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_n_ngd_smh,fmri,abcd_betnet02,"Average correlation between ""none"" network and sensorimotor hand network",None,Gordon Networks,7.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_n_ngd_smm,fmri,abcd_betnet02,"Average correlation between ""none"" network and sensorimotor mouth network",None,Gordon Networks,7.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_n_ngd_sa,fmri,abcd_betnet02,"Average correlation between ""none"" network and salience network",None,Gordon Networks,7.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_n_ngd_vta,fmri,abcd_betnet02,"Average correlation between ""none"" network and ventral attention network",None,Gordon Networks,7.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_n_ngd_vs,fmri,abcd_betnet02,"Average correlation between ""none"" network and visual network",None,Gordon Networks,7.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_rspltp_ngd_rspltp,fmri,abcd_betnet02,Average correlation between retrosplenial temporal network and retrosplenial temporal network,RetrosplenialTemporal,Gordon Networks,9.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_rspltp_ngd_smh,fmri,abcd_betnet02,Average correlation between retrosplenial temporal network and sensorimotor hand network,RetrosplenialTemporal,Gordon Networks,9.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_rspltp_ngd_smm,fmri,abcd_betnet02,Average correlation between retrosplenial temporal network and sensorimotor mouth network,RetrosplenialTemporal,Gordon Networks,9.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_rspltp_ngd_sa,fmri,abcd_betnet02,Average correlation between retrosplenial temporal network and salience network,RetrosplenialTemporal,Gordon Networks,9.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_rspltp_ngd_vta,fmri,abcd_betnet02,Average correlation between retrosplenial temporal network and ventral attention network,RetrosplenialTemporal,Gordon Networks,9.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_rspltp_ngd_vs,fmri,abcd_betnet02,Average correlation between retrosplenial temporal network and visual network,RetrosplenialTemporal,Gordon Networks,9.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_smh_ngd_smh,fmri,abcd_betnet02,Average correlation between sensorimotor hand network and sensorimotor hand network,SMhand,Gordon Networks,2.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_smh_ngd_smm,fmri,abcd_betnet02,Average correlation between sensorimotor hand network and sensorimotor mouth network,SMhand,Gordon Networks,2.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_smh_ngd_sa,fmri,abcd_betnet02,Average correlation between sensorimotor hand network and salience network,SMhand,Gordon Networks,2.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_smh_ngd_vta,fmri,abcd_betnet02,Average correlation between sensorimotor hand network and ventral attention network,SMhand,Gordon Networks,2.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_smh_ngd_vs,fmri,abcd_betnet02,Average correlation between sensorimotor hand network and visual network,SMhand,Gordon Networks,2.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_smm_ngd_smm,fmri,abcd_betnet02,Average correlation between sensorimotor mouth network and sensorimotor mouth network,SMmouth,Gordon Networks,3.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_smm_ngd_sa,fmri,abcd_betnet02,Average correlation between sensorimotor mouth network and salience network,SMmouth,Gordon Networks,3.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_smm_ngd_vta,fmri,abcd_betnet02,Average correlation between sensorimotor mouth network and ventral attention network,SMmouth,Gordon Networks,3.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_smm_ngd_vs,fmri,abcd_betnet02,Average correlation between sensorimotor mouth network and visual network,SMmouth,Gordon Networks,3.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_sa_ngd_sa,fmri,abcd_betnet02,Average correlation between salience network and salience network,Salience,Gordon Networks,12.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_sa_ngd_vta,fmri,abcd_betnet02,Average correlation between salience network and ventral attention network,Salience,Gordon Networks,12.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_sa_ngd_vs,fmri,abcd_betnet02,Average correlation between salience network and visual network,Salience,Gordon Networks,12.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_vta_ngd_vta,fmri,abcd_betnet02,Average correlation between ventral attention network and ventral attention network,VentralAttn,Gordon Networks,11.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_vta_ngd_vs,fmri,abcd_betnet02,Average correlation between ventral attention network and visual network,VentralAttn,Gordon Networks,11.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_c_ngd_vs_ngd_vs,fmri,abcd_betnet02,Average correlation between visual network and visual network,Visual,Gordon Networks,4.0,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/gordon_networks_222.nii
rsfmri_cor_ngd_au_scs_crcxlh,fmri,mrirscor02,Average correlation between auditory network and ASEG ROI left-cerebellum-cortex,,Subcortical,,/Volumes/projects_herting/LABDOCS/Personnel/Katie/deltaABCD_clustering/resources/harvox-subcortical-maxprob-thr50-2mm.nii
